ID, Compulsory, Natural, Social
BD1204820 13.9 10 17.75
BD1204821 10.55 0 16
BD1204822 10.8 8.5 17.75
BD1204823 13.5 0 18.5
BD1204824 14.85 13.25 0
BD1204825 20.4 17.5 0
BD1204826 11.4 10 12.25
BD1204827 12.65 0 12.75
BD1204828 13.6 0 15
BD1204829 13.65 7.5 17.75
BD1204830 19.35 19.5 0
BD1204831 17.45 0 18.5
BD1204832 20.45 10.75 0
BD1204833 14.65 0 14.75
BD1204834 17.45 17 0
BD1204835 16.2 0 17.25
BD1204836 11.2 5.5 17
BD1204837 14.95 15.75 0
BD1204838 15.45 0 17.5
BD1204839 16.65 0 16.5
BD1204840 18.6 16.75 0
BD1204841 6.6 13.75 0
BD1204842 11.2 0 12.5
BD1204843 13.45 0 17.25
BD1204844 17.8 0 20
BD1204845 9.95 0 14.25
BD1204846 15.1 10.25 16
BD1204847 14.2 0 20.5
BD1204848 19.45 18.25 0
BD1204849 9.45 0 16.5
BD1204850 17 0 24.5
BD1204851 16.65 0 20.5
BD1204852 14.6 0 15.5
BD1204853 17 19.25 0
BD1204854 9.8 0 15.5
BD1204855 13.8 12.5 0
BD1204856 10.7 0 15.75
BD1204857 17.2 0 16.75
BD1204858 11.95 12.5 16
BD1204859 11.85 0 22
BD1204860 9.5 9.5 13.25
BD1204861 16.7 17.75 0
BD1204862 16.45 0 15.5
BD1204863 12.15 0 22.25
BD1204864 14.9 13.75 0
BD1204865 16.7 0 18.5
BD1204866 9.95 8.75 17.75
BD1204867 16.9 16.5 0
BD1204868 13.4 0 15.25
BD1204869 16.55 0 18.25
BD1204870 20.1 20.75 0
BD1204871 25 20.75 0
BD1204872 18.2 13.5 0
BD1204873 17.6 17.25 0
BD1204874 13.7 0 20.25
BD1204875 19.6 0 19.25
BD1204876 21.1 15.5 0
BD1204877 17.3 0 18
BD1204878 17 14.75 0
BD1204879 14.25 12 0
BD1204880 11.7 0 10.25
BD1204881 10.7 0 15.25
BD1204882 12.85 0 14.5
BD1204883 10.3 0 19
BD1204884 6 11.5 0
BD1204885 10 6.75 13.75
BD1204886 17.2 13.25 0
BD1204887 12.4 0 20.75
BD1204888 15.5 14 0
BD1204889 2.6 5.25 0
BD1204890 13.75 0 21.25
BD1204891 17.45 17 0
BD1204892 13.6 10.75 14.5
BD1204893 19.95 15 0
BD1204894 16.5 18.75 0
BD1204895 20.6 16.5 0
BD1204896 13.9 0 20.25
BD1204897 7.75 0 16.5
BD1204898 9.9 0 13
BD1204899 16.6 0 25.5
BD1204900 13.85 0 18.5
BD1204901 13.55 15.5 14
BD1204902 14.95 0 21
BD1204903 12.55 0 20.5
BD1204904 19.35 19 0
BD1204905 24.8 16 0
BD1204906 12.3 0 20
BD1204907 15.05 0 19.25
BD1204908 18.85 0 20.5
BD1204909 14.95 0 19
BD1204910 15.35 11 16.25
BD1204911 15.15 0 21.75
BD1204912 12.6 10.5 17
BD1204913 13.15 0 19.75
BD1204914 16.4 10.5 15.25
BD1204915 16.5 12 20.75
BD1204916 11.05 0 21.75
BD1204917 11.9 9.75 0
BD1204918 20.85 17.25 0
BD1204919 16.25 0 22
BD1204920 20.85 0 20.5
BD1204921 13.05 13.75 0
BD1204922 13.3 0 17.25
BD1204923 20.55 17.5 0
BD1204924 21.05 13.75 0
BD1204925 21.55 17.5 0
BD1204926 16.1 0 17
BD1204927 17.5 16.75 0
BD1204928 11.5 9.75 0
BD1204929 18.4 17.25 0
BD1204930 11 7.25 14
BD1204931 12.05 0 13.5
BD1204932 18.3 15.75 0
BD1204933 13.45 13.25 0
BD1204934 10.25 0 16
BD1204935 19.2 17.25 0
BD1204936 10.95 9.75 19
BD1204937 19.4 0 19.25
BD1204938 17.35 14.75 0
BD1204939 13.85 7 17
BD1204940 19.3 14.5 16.75
BD1204941 11.3 0 14
BD1204942 16 12.25 0
BD1204943 16.2 0 24.75
BD1204944 10.35 0 19
BD1204945 16.35 20.75 0
BD1204946 11.2 0 15
BD1204947 19 14 0
BD1204948 15.1 0 19.75
BD1204949 22.85 20.75 0
BD1204950 15.9 17.5 0
BD1204951 15.3 16.75 15.25
BD1204952 14.1 0 19.5
BD1204953 16.05 0 20
BD1204954 4.45 0 7.75
BD1204955 10.9 0 12.25
BD1204956 18.1 16 0
BD1204957 9.7 0 11.5
BD1204958 11.7 13.5 16
BD1204959 8.5 0 19.25
BD1204960 7.6 16.75 0
BD1204961 16.6 13.25 0
BD1204962 14.65 11 17
BD1204963 17.95 0 22.75
BD1204964 11.4 8.5 15.75
BD1204965 22.55 14.5 0
BD1204966 11.85 0 14.5
BD1204967 12.15 0 17.75
BD1204968 13.2 0 17
BD1204969 9.25 0 15.75
BD1204970 20.5 17.5 0
BD1204971 16.7 0 19.5
BD1204972 17.4 0 21.5
BD1204973 21 18 0
BD1204974 19 18.75 0
BD1204975 13.65 0 20
BD1204976 16.8 13.25 0
BD1204977 7.6 13.75 0
BD1204978 13.85 9.75 19.25
BD1204979 15.4 13 0
BD1204980 9 0 17.5
BD1204981 13.5 0 21.5
BD1204982 18.3 9.5 13.25
BD1204983 14.15 0 20.75
BD1204984 18.35 0 20.25
BD1204985 20.85 21.25 0
BD1204986 11.35 0 19.5
BD1204987 14.55 0 22.25
BD1204988 15.5 13.5 15.25
BD1204989 14.1 0 22
BD1204990 18.8 16.5 0
BD1204991 14.75 10 16.25
BD1204992 20.7 0 17
BD1204993 12.5 12.75 0
BD1204994 13.4 9.25 18
BD1204995 6.2 0 7.5
BD1204996 19.55 0 26.75
BD1204997 12.7 13 14.75
BD1204998 13.8 0 18
BD1204999 11.1 0 15.75
BD1205000 15.1 0 18.25
BD1205001 17.1 0 20.5
BD1205002 15.4 0 22
BD1205003 11.6 0 14.25
BD1205004 13.55 0 17
BD1205005 12.9 11.5 0
BD1205006 17.5 0 18.75
BD1205007 13.05 16.25 0
BD1205008 12.8 0 19
BD1205009 16.7 0 14.5
BD1205010 17.7 16.25 0
BD1205011 16.6 17 0
BD1205012 14.65 0 15.25
BD1205013 13.8 18 0
BD1205014 15.9 0 14.75
BD1205015 16.4 15.5 0
BD1205016 19.2 16.5 0
BD1205017 10.15 0 16.75
BD1205018 9.2 0 16.25
BD1205019 20.35 0 19.25
BD1205020 11.85 0 15.5
BD1205021 15.05 13 0
BD1205022 19.55 0 18.5
BD1205023 9.8 11.25 16.5
BD1205024 16 0 14.5
BD1205025 17.7 0 14.75
BD1205026 8.1 0 17.75
BD1205027 18.6 0 23.5
BD1205028 3.5 0 0
BD1205029 12.75 0 14
BD1205030 18.85 20 0
BD1205031 15.55 0 18.75
BD1205032 9.35 0 19
BD1205033 14.75 0 17.5
BD1205034 13.4 12.5 0
BD1205035 16.8 16 0
BD1205036 14.9 14.5 0
BD1205037 17.8 12 0
BD1205038 6.9 0 8.25
BD1205039 13.3 8 16
BD1205040 8.65 0 16.25
BD1205041 18.8 21 0
BD1205042 21.15 18.75 0
BD1205043 18.25 16.5 0
BD1205044 13.4 0 15.5
BD1205045 12.45 0 21.75
BD1205046 6.1 0 8.5
BD1205047 16.9 0 14.25
BD1205048 13.2 0 18.25
BD1205049 16.65 16.75 0
BD1205050 14.5 0 18.75
BD1205051 18.85 14.25 0
BD1205052 17.5 0 12
BD1205053 11.45 0 17
BD1205054 12.3 0 11.25
BD1205055 18.4 0 20
BD1205056 14.45 0 16.5
BD1205057 13.85 0 16.5
BD1205058 15.5 10.25 21
BD1205059 14.3 14.75 0
BD1205060 21.75 18 0
BD1205061 16.95 16.5 0
BD1205062 18.05 11 0
BD1205063 7 0 12.75
BD1205064 18.45 19 0
BD1205065 13.1 0 16.75
BD1205066 13 0 18.25
BD1205067 11.15 7.5 18.25
BD1205068 13.85 13 0
BD1205069 17.55 0 18.75
BD1205070 8.7 0 8.75
BD1205071 16.95 15 0
BD1205072 6.95 6.75 18.5
BD1205073 16.2 12.5 0
BD1205074 12.5 0 16.25
BD1205075 13.7 0 15.75
BD1205076 19.2 18 0
BD1205077 12.4 0 15.75
BD1205078 15.5 17.75 0
BD1205079 13.45 9 18.5
BD1205080 7.05 8.25 11.25
BD1205081 13.8 10.25 16.5
BD1205082 17.7 20.5 0
BD1205083 12.3 8.25 0
BD1205084 12.95 0 16
BD1205085 15.3 17 0
BD1205086 10.65 0 11.75
BD1205087 14.9 17 0
BD1205088 9 9.25 14.75
BD1205089 14.2 9.25 17.5
BD1205090 12 0 13.75
BD1205091 18.25 0 18.5
BD1205092 5.2 3.5 0
BD1205093 17.6 17.75 0
BD1205094 14.65 0 7.75
BD1205095 15.05 11.25 19
BD1205096 7 12 0
BD1205097 14.1 12.25 0
BD1205098 16.1 0 16.5
BD1205099 17.25 0 21.5
BD1205100 22.9 16.25 0
BD1205101 10.85 0 13.75
BD1205102 13.95 14.25 0
BD1205103 19.85 15.75 0
BD1205104 8.65 0 16.5
BD1205105 17.5 0 20.75
BD1205106 9.85 0 12
BD1205107 16.95 14.5 0
BD1205108 11.15 0 13.5
BD1205109 12.1 0 15.5
BD1205110 19.9 19.25 0
BD1205111 18.4 15.25 0
BD1205112 22.25 19.5 19.25
BD1205113 8.25 7 12
BD1205114 16.05 19.25 0
BD1205115 21.85 0 21.25
BD1205116 15.55 0 16.5
BD1205117 19.65 0 21
BD1205118 21.3 20 0
BD1205119 12.45 0 16.5
BD1205120 17.1 17 0
BD1205121 12.9 12.75 15
BD1205122 18 0 18
BD1205123 16.5 18 0
BD1205124 14.6 0 16
BD1205125 14.2 9 19
BD1205126 10.25 10.75 12
BD1205127 13.95 0 16
BD1205128 11.4 0 15.75
BD1205129 9.75 0 11.5
BD1205130 15.45 8.25 22.5
BD1205131 20.15 0 18.5
BD1205132 15.7 16.5 0
BD1205133 20.4 20.5 0
BD1205134 7.55 0 8.25
BD1205135 15.35 14.75 0
BD1205136 22.6 21.25 0
BD1205137 15.35 0 22.5
BD1205138 15.3 15.5 0
BD1205139 15 0 20.25
BD1205140 9.6 8 12.75
BD1205141 17.8 15 0
BD1205142 15.6 0 16.5
BD1205143 16.1 0 21
BD1205144 11.35 0 15
BD1205145 16.65 0 22
BD1205146 13.8 0 16.75
BD1205147 21.2 15.75 0
BD1205148 9 9 16
BD1205149 13.6 13.5 17.25
BD1205150 12.4 0 18.75
BD1205151 13.9 0 16.5
BD1205152 10.8 9 15.25
BD1205153 22.35 22.25 0
BD1205154 18.55 16 0
BD1205155 21.1 16.25 0
BD1205156 11.4 0 18.25
BD1205157 19.1 16.5 0
BD1205158 18.8 18.25 0
BD1205159 12.35 0 14
BD1205160 15.2 0 19.75
BD1205161 21.25 18 0
BD1205162 17 17.5 0
BD1205163 12.85 0 14.75
BD1205164 13.65 14 15.25
BD1205165 17 0 16
BD1205166 17.2 14.75 0
BD1205167 15.85 13 0
BD1205168 9.4 0 18
BD1205169 21.1 18 0
BD1205170 18.7 21 0
BD1205171 10.8 0 16.5
BD1205172 7.4 16.5 0
BD1205173 20.3 18.25 0
BD1205174 16.1 14.5 0
BD1205175 14.85 0 18.5
BD1205176 9.05 0 18
BD1205177 22.35 18.25 0
BD1205178 18.6 14 0
BD1205179 24.4 20 0
BD1205180 13 14.25 0
BD1205181 15.1 0 18.25
BD1205182 14 9.75 18.75
BD1205183 17.85 15.5 0
BD1205184 14.9 8 19.25
BD1205185 16.8 13.75 0
BD1205186 14.65 7.75 18.75
BD1205188 16.3 0 15.75
BD1205189 21 19.5 0
BD1205190 6.7 0 11
BD1205191 13.2 0 15
BD1205192 20.9 0 19.25
BD1205193 16.3 15.25 0
BD1205194 12 0 16.5
BD1205195 10.2 0 15
BD1205196 18.85 17.75 0
BD1205197 4.6 0 6.5
BD1205198 9.4 18 0
BD1205199 14.7 14.5 17.5
BD1205200 17.1 15 0
BD1205201 12.15 0 17.25
BD1205202 15.1 0 20.25
BD1205203 8 0 12.5
BD1205204 17.05 14.25 0
BD1205205 7.55 8.75 15.25
BD1205206 20.2 0 20.25
BD1205207 10.25 0 11.75
BD1205208 7 13.5 0
BD1205209 15.05 0 18.75
BD1205210 13.9 11 19.25
BD1205211 16.55 0 15.75
BD1205212 9.25 0 18
BD1205213 13.8 0 18.5
BD1205214 14.3 0 15.5
BD1205215 18.15 18.5 0
BD1205216 11.4 0 16.5
BD1205217 15.8 12.75 19.25
BD1205218 10.85 0 13.75
BD1205219 11.75 9.75 11.75
BD1205220 14 13.75 0
BD1205221 19.55 13.75 0
BD1205222 17.45 13.25 0
BD1205223 15.45 13.5 18
BD1205224 18.45 16.5 0
BD1205225 16.2 18.25 0
BD1205226 15.55 0 18.5
BD1205227 14.75 0 12.75
BD1205228 12.9 0 16.75
BD1205229 17.2 17 0
BD1205230 12.85 0 16.75
BD1205231 5.75 0 13.5
BD1205232 14.1 0 13.5
BD1205233 10.05 0 14.5
BD1205234 17.3 14 18.25
BD1205235 18 16.5 0
BD1205236 16.85 8.75 15
BD1205237 16.7 20 0
BD1205238 12.55 8 19
BD1205239 14.8 0 13.75
BD1205240 17.85 17 0
BD1205241 16.75 14 0
BD1205242 9.05 7.5 12.25
BD1205243 14.65 0 15.25
BD1205244 16.7 0 15
BD1205245 17.85 0 18.75
BD1205246 18.9 14.75 0
BD1205247 9.8 0 5.5
BD1205248 15.25 0 19.5
BD1205249 21.2 0 14.75
BD1205250 21.05 18.75 0
BD1205251 16.8 0 20.5
BD1205252 15.55 0 14.75
BD1205253 18.4 18.5 0
BD1205254 15.25 0 18.5
BD1205255 14.3 0 16.5
BD1205256 11.65 0 11.75
BD1205257 22.85 17 0
BD1205258 10.15 0 12
BD1205259 19.6 18.75 0
BD1205260 22.85 0 24
BD1205261 8.8 15.75 0
BD1205262 10.2 0 17.5
BD1205263 18.25 15.75 0
BD1205264 15.1 13.75 0
BD1205265 14.4 0 16.25
BD1205266 22.3 20.5 0
BD1205267 15.9 11.25 14.75
BD1205268 11.9 0 13.75
BD1205269 16.4 18.25 0
BD1205270 12.3 0 13.25
BD1205271 15.7 10.75 0
BD1205272 14 22.25 0
BD1205273 15.95 0 17.75
BD1205274 20.1 0 18
BD1205275 10.65 0 14.75
BD1205276 19.15 21.25 0
BD1205277 16.7 0 18.75
BD1205278 11.4 0 14.75
BD1205279 13.8 0 12.25
BD1205280 17.9 13.5 0
BD1205281 12.05 10.75 18
BD1205282 14 0 18
BD1205283 20.3 15 0
BD1205284 16.5 16 0
BD1205285 13.5 0 15.5
BD1205286 11.1 0 13.5
BD1205287 17.7 12.25 0
BD1205288 16.3 0 18.75
BD1205289 18.25 0 22.75
BD1205290 15.65 0 17
BD1205291 11.55 0 16.5
BD1205292 14.25 8.5 18.75
BD1205293 12.35 0 15.75
BD1205294 10.85 0 17.75
BD1205295 10.2 0 15
BD1205296 15.25 0 19.75
BD1205297 20.6 14.5 0
BD1205298 15.65 0 16.5
BD1205299 15.5 14.5 17
BD1205300 8 14 0
BD1205301 12.75 8 17.75
BD1205302 23.2 18.75 0
BD1205303 18.7 0 22
BD1205304 18.9 15.75 0
BD1205305 14.55 0 21
BD1205306 19.35 16.5 0
BD1205307 20.75 0 22
BD1205308 19.2 0 14.75
BD1205309 18.65 16.75 0
BD1205310 11.85 0 17
BD1205311 17.8 16.75 0
BD1205312 13.75 0 14.75
BD1205313 21.6 16 0
BD1205314 9.6 9 12.75
BD1205315 14.55 0 19.5
BD1205316 13 0 18.25
BD1205317 23.05 24.75 0
BD1205318 11.6 9.75 16.25
BD1205319 14.85 0 21.25
BD1205320 17.75 9.75 14.5
BD1205321 18.8 16 0
BD1205322 20.1 0 18
BD1205323 18.4 16.75 0
BD1205324 17.35 0 18.75
BD1205325 12.9 8.75 16.25
BD1205326 12.15 10.25 12.5
BD1205327 11.45 0 13.25
BD1205328 15.4 0 17
BD1205329 13.5 0 19
BD1205330 18.9 18.25 0
BD1205331 16.9 0 23.75
BD1205332 14.15 0 18.5
BD1205333 15.8 0 18.5
BD1205334 15.5 15.5 0
BD1205335 11.8 8.5 9.25
BD1205336 18.1 15.5 0
BD1205337 14.2 13.25 0
BD1205338 15.45 18.75 0
BD1205339 18.25 17.5 0
BD1205340 19.75 14 0
BD1205341 16.5 0 19
BD1205342 10.05 7.25 13
BD1205343 20.15 0 20.5
BD1205344 11.65 0 14
BD1205345 14.2 15 0
BD1205346 16.8 0 22
BD1205347 15.35 11.5 16
BD1205348 16.2 11.75 0
BD1205349 19.4 18 0
BD1205350 13.65 0 15
BD1205351 13.4 0 16.5
BD1205352 15.3 18.5 0
BD1205353 12.2 0 15.75
BD1205354 8.25 0 11.25
BD1205355 17.85 14.5 0
BD1205356 17.65 14.25 0
BD1205357 17.35 0 22
BD1205358 20.05 16.5 0
BD1205359 9.75 7.5 13.25
BD1205360 11.95 6.5 15.5
BD1205361 18.8 16.75 0
BD1205362 14.4 12.5 0
BD1205363 17.9 0 18.5
BD1205364 21.7 14 17.25
BD1205365 21.7 0 20.25
BD1205366 17.4 13.75 0
BD1205367 12.15 0 15.75
BD1205368 20.85 19.5 0
BD1205369 16.4 0 20.5
BD1205370 16.65 0 15.75
BD1205371 17.45 12.25 17.25
BD1205372 13.6 14.25 17
BD1205373 10.25 0 17.75
BD1205374 12.8 12.25 0
BD1205375 16.45 0 21.5
BD1205376 16.45 0 21.5
BD1205377 15.3 0 19
BD1205378 19 15.25 0
BD1205379 16.6 0 19.5
BD1205380 14.95 0 19.75
BD1205381 17.9 15.5 0
BD1205382 16.35 18.25 0
BD1205383 13.55 14.25 0
BD1205384 17.6 14.25 0
BD1205385 13.05 10.25 16.75
BD1205386 19.25 14.75 0
BD1205387 14.1 0 16
BD1205388 10.45 0 16.5
BD1205389 21.95 18.75 0
BD1205390 19.3 0 21.5
BD1205391 15.8 0 20.75
BD1205392 11 0 16.75
BD1205393 14.1 11.5 0
BD1205394 16.05 0 19
BD1205395 21.25 18.25 0
BD1205396 12.1 0 18.25
BD1205397 16.45 15.5 19
BD1205398 15.05 0 17
BD1205399 13.9 7.75 15
BD1205400 14.7 0 15.5
BD1205401 15 0 19.75
BD1205402 18.2 0 20.5
BD1205403 14.9 0 18.5
BD1205404 14.75 0 21.25
BD1205405 14.15 0 15
BD1205406 11.95 10.25 14.25
BD1205407 13.5 0 15.5
BD1205408 14.1 0 18.5
BD1205409 7.7 0 10.75
BD1205410 13.85 0 16
BD1205411 22.6 13.5 0
BD1205412 15.55 8.25 14.25
BD1205413 7.85 0 13.25
BD1205414 14.35 0 18
BD1205415 7.55 0 15.5
BD1205416 11.25 8 13.5
BD1205417 14.65 0 21
BD1205418 16.2 0 20.5
BD1205419 16.55 14.75 0
BD1205420 15.4 0 18
BD1205421 16.5 20 0
BD1205422 14.6 0 20.25
BD1205423 14 11.75 0
BD1205424 17.45 15.25 0
BD1205425 11.7 0 21.75
BD1205426 8.8 0 17
BD1205427 19.1 17.5 0
BD1205428 15.35 17 0
BD1205429 14.55 0 21
BD1205430 8.2 0 12
BD1205431 7.95 0 9
BD1205432 9.35 10 14.75
BD1205433 19.3 15.5 0
BD1205434 16.35 0 20
BD1205435 13.9 0 15.25
BD1205436 11.65 6.5 13.25
BD1205437 17.3 19.25 0
BD1205438 17 17.25 0
BD1205439 15.05 10.75 18.75
BD1205440 20.85 21 0
BD1205441 17.5 0 22.75
BD1205442 12.3 0 18.5
BD1205443 23.15 0 16.25
BD1205444 17.25 12.5 18.75
BD1205445 10.15 0 17.75
BD1205446 17.55 22 0
BD1205447 6.7 9 16.75
BD1205448 23.2 17.25 0
BD1205449 14.95 11 17.5
BD1205450 11.55 9 18
BD1205451 16.75 0 0
BD1205452 16.8 13.5 0
BD1205453 16.7 12.5 0
BD1205454 14 0 6.25
BD1205455 16.2 16.5 0
BD1205456 16 13 0
BD1205457 11.65 0 16.25
BD1205458 11.8 0 13.75
BD1205459 14.7 0 16
BD1205460 19.4 8.5 18
BD1205461 14.2 12.25 0
BD1205462 14.2 12 19.5
BD1205463 17.8 16.75 0
BD1205464 16.5 0 18
BD1205465 15.6 12.25 14
BD1205466 14.75 0 17.25
BD1205467 14.15 0 18.25
BD1205468 17.95 17.25 0
BD1205469 21.5 22.75 0
BD1205470 20.6 15.5 0
BD1205471 18.5 12 0
BD1205472 14.55 0 18.25
BD1205473 17.35 10.5 19
BD1205474 13.65 0 18
BD1205475 11.4 0 19
BD1205476 14.6 0 19.25
BD1205477 11 0 18.5
BD1205478 17.7 0 21
BD1205479 19.65 19 0
BD1205480 19.9 18.25 0
BD1205481 16.3 14.25 0
BD1205482 15.8 18.25 0
BD1205483 16.8 0 18.5
BD1205484 15.3 12.25 16.25
BD1205485 12.8 6.5 17.75
BD1205486 17.6 16.5 0
BD1205487 10.7 0 18.75
BD1205488 14.1 0 18.5
BD1205489 15.85 11.25 16.5
BD1205490 11.1 8.5 14.75
BD1205491 16.5 0 15.25
BD1205492 22.05 16.75 15.25
BD1205493 20.6 20.25 0
BD1205494 15 0 15.5
BD1205495 11.9 0 15.25
BD1205496 19.7 20 0
BD1205497 9.4 4.75 0
BD1205498 15.6 14.5 0
BD1205499 14.1 0 15.75
BD1205500 14.65 0 18
BD1205501 15.65 0 15.25
BD1205502 9.2 17.75 0
BD1205503 18.65 17.25 0
BD1205504 15.75 15 16.5
BD1205505 13.6 7 17
BD1205506 13.3 14.25 18.75
BD1205507 9.5 0 13
BD1205508 12.8 9.75 12.75
BD1205509 10.2 0 17.25
BD1205510 18.7 13 21.25
BD1205511 14.4 8.25 15
BD1205512 11.8 0 20.75
BD1205513 9.75 6 11.75
BD1205514 6.6 0 8
BD1205515 11.75 0 17.5
BD1205516 21.05 17 0
BD1205517 11.9 0 14.25
BD1205518 11.3 0 18.5
BD1205519 17.5 16.25 0
BD1205520 13.6 0 18.75
BD1205521 13.8 0 15.5
BD1205522 9.95 0 9.5
BD1205523 18 15.75 0
BD1205524 18.1 13.75 0
BD1205525 22.3 22 0
BD1205526 16.6 16 0
BD1205527 16.45 14.25 16.5
BD1205528 13.75 14.5 0
BD1205529 15.6 18.25 0
BD1205530 14 11.25 13.75
BD1205531 16.7 14.25 0
BD1205532 17.25 16.25 0
BD1205533 12.3 0 20.5
BD1205534 19.55 12.75 0
BD1205535 12.45 0 16.75
BD1205536 21.25 20 0
BD1205537 13.75 13.5 0
BD1205538 9.4 0 18
BD1205539 15.4 16.5 0
BD1205540 10.95 0 15
BD1205541 16.2 0 16.25
BD1205542 9.4 0 12.5
BD1205543 13.9 15.25 0
BD1205544 12.25 0 15
BD1205545 13.95 0 20.5
BD1205546 16.7 14.25 16.5
BD1205547 14.3 13 0
BD1205548 12 11.25 15.5
BD1205549 10.25 10.5 19.25
BD1205550 17.2 0 19.75
BD1205551 14.4 0 18
BD1205552 18.8 14.5 0
BD1205553 16 8.75 19.75
BD1205554 8 0 12.5
BD1205555 12.2 8.25 19.75
BD1205556 11.45 0 15.25
BD1205557 12.3 9.75 19.25
BD1205558 14 10.5 0
BD1205559 10.65 0 19.5
BD1205560 19.85 16 0
BD1205561 12.05 0 14.25
BD1205562 17.1 0 19.5
BD1205563 16.85 0 18.75
BD1205564 14.75 15.25 0
BD1205565 7.25 0 13.25
BD1205566 12.95 10.5 15.25
BD1205567 16.35 0 18.75
BD1205568 18.8 16.25 0
BD1205569 20.15 18.75 0
BD1205570 10.2 7 13.75
BD1205571 15.2 16 0
BD1205572 16.45 0 18.25
BD1205573 12.15 0 16.25
BD1205574 14.8 13.25 0
BD1205575 9.75 0 17.25
BD1205576 13.75 0 16
BD1205577 10.3 0 16.75
BD1205578 11.9 0 14
BD1205579 19.15 17.5 0
BD1205580 17.3 15.5 0
BD1205581 15.6 10 17.75
BD1205582 15.4 0 19.75
BD1205583 17.2 16.75 0
BD1205584 17.7 16.75 0
BD1205585 21.7 0 0
BD1205586 7.85 5.5 14.75
BD1205587 18.65 0 19.25
BD1205588 12.2 0 15
BD1205589 15.2 0 20.25
BD1205590 17.2 0 18.25
BD1205591 19.4 19 0
BD1205592 18.2 0 26.25
BD1205593 10.5 0 15.75
BD1205594 9.3 0 13.75
BD1205595 13.85 0 13
BD1205596 12.2 6 16
BD1205597 19.15 16.75 0
BD1205598 13.4 0 13
BD1205599 12.4 0 15.25
BD1205600 17.05 11.75 0
BD1205601 16.7 0 16
BD1205602 17.5 0 18.75
BD1205603 16.4 17 0
BD1205604 20.05 21.5 0
BD1205605 16.1 16.75 0
BD1205606 16.7 0 17.75
BD1205607 14.45 11.5 18.75
BD1205608 18.7 20 0
BD1205609 20.4 0 20.25
BD1205610 16.9 0 18
BD1205611 17.5 12.75 0
BD1205612 21.85 0 20.25
BD1205613 14.2 9.75 16
BD1205614 16.7 0 20.75
BD1205615 18.65 15.75 0
BD1205616 13.9 0 16.5
BD1205617 17.7 17 20
BD1205618 8 0 13.75
BD1205619 19.25 15.25 0
BD1205620 14.45 0 16
BD1205621 12.65 0 18.5
BD1205622 11.6 0 17
BD1205623 15.3 10.5 14.75
BD1205624 16.85 15.75 0
BD1205625 15.35 0 20
BD1205626 18.85 0 19.75
BD1205627 16.75 17 0
BD1205628 16.55 0 18
BD1205629 19.2 22 20
BD1205630 20.3 17.25 0
BD1205631 20.7 19.25 0
BD1205632 18.05 14 0
BD1205633 15.85 0 22
BD1205634 18 0 22.75
BD1205635 12.75 0 19.75
BD1205636 12.2 11.5 0
BD1205637 16 0 16.75
BD1205638 18.15 18 0
BD1205639 10.7 0 12.75
BD1205640 19.1 18.25 0
BD1205641 13.5 0 20.25
BD1205642 13.15 0 16
BD1205643 17.25 11.25 0
BD1205644 14.4 11 17.25
BD1205645 15.6 16 0
BD1205646 12.9 0 15.75
BD1205647 12.6 9 18.25
BD1205648 20.55 17 0
BD1205649 8.7 7.75 17.25
BD1205650 16.6 13.75 0
BD1205651 8.05 0 16
BD1205652 12.7 0 15.75
BD1205653 15.65 17 0
BD1205654 20 20 0
BD1205655 20.95 14.25 19.5
BD1205656 19.3 0 21
BD1205657 17.8 16.5 0
BD1205658 11.15 0 18.75
BD1205659 12.55 10.75 0
BD1205660 20.5 13.75 0
BD1205661 12.4 0 11.75
BD1205662 14.2 10.75 16
BD1205663 13.45 9.75 0
BD1205664 10.5 0 16.25
BD1205665 16.05 0 16
BD1205666 9.45 5.5 12
BD1205667 17.25 0 15.5
BD1205668 9.15 0 11.25
BD1205669 16.6 0 19.25
BD1205670 16.85 15 0
BD1205671 21.95 20 0
BD1205672 7.3 0 13
BD1205673 20.3 21 17
BD1205674 14.8 11.25 17
BD1205675 17.25 0 18.25
BD1205676 17.15 20.5 0
BD1205677 13.3 0 15.75
BD1205678 16.6 15 0
BD1205679 14.25 13.5 17
BD1205680 15.4 12.5 17.25
BD1205681 14.8 7.5 15.25
BD1205682 16.3 17.25 0
BD1205683 23.25 14.75 17.25
BD1205684 18 15.75 0
BD1205685 10.55 9.25 16
BD1205686 12.25 0 15.5
BD1205687 19.75 0 18.75
BD1205688 17.2 15.5 0
BD1205689 13.95 18.75 0
BD1205690 19.6 17 0
BD1205691 12.3 8.25 13.25
BD1205692 11.15 8 14
BD1205693 15.5 0 17
BD1205694 15.35 0 20.25
BD1205695 11 9 19.25
BD1205696 17.05 17.25 0
BD1205697 10.6 8 13.5
BD1205698 22.55 21.25 0
BD1205699 12.65 0 18.5
BD1205700 9.95 0 15.25
BD1205701 11.8 0 16.75
BD1205702 15.95 12.5 0
BD1205703 21.35 0 17.25
BD1205704 11.15 0 17.25
BD1205705 14 0 15.5
BD1205706 11.2 11 14.25
BD1205707 11.5 0 16.25
BD1205708 22.2 15.25 0
BD1205709 17.05 18.5 0
BD1205710 6.8 13.5 0
BD1205711 14.7 0 19.75
BD1205712 14.2 0 14.75
BD1205713 14.8 0 17.25
BD1205714 6.2 0 7.75
BD1205715 12.45 9 12.5
BD1205716 13.3 10 16.75
BD1205717 22.2 16.5 0
BD1205718 15.3 0 17.75
